Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kitsap,Clinton,Mukilteo,12:30,12:38,12:51,05/03/2024,
Kitsap,Mukilteo,Clinton,13:00,13:06,13:19,05/03/2024,
Kitsap,Clinton,Mukilteo,13:30,13:34,13:48,05/03/2024,
Kitsap,Mukilteo,Clinton,14:05,14:05,14:19,05/03/2024,
Kitsap,Clinton,Mukilteo,14:35,14:36,14:49,05/03/2024,
Kitsap,Mukilteo,Clinton,15:05,15:05,15:19,05/03/2024,
Kitsap,Clinton,Mukilteo,15:35,15:36,15:49,05/03/2024,
Kitsap,Mukilteo,Clinton,16:05,16:05,16:20,05/03/2024,
Kitsap,Clinton,Mukilteo,16:35,16:39,16:55,05/03/2024,
Kitsap,Mukilteo,Clinton,17:10,17:11,17:25,05/03/2024,
Kitsap,Clinton,Mukilteo,17:35,17:41,17:55,05/03/2024,
Kitsap,Mukilteo,Clinton,18:10,18:12,18:27,05/03/2024,
Kitsap,Clinton,Mukilteo,18:35,18:39,18:56,05/03/2024,
Kitsap,Mukilteo,Clinton,19:05,19:08,19:26,05/03/2024,
Kitsap,Clinton,Mukilteo,19:35,19:37,19:52,05/03/2024,
Kitsap,Mukilteo,Clinton,20:05,20:05,20:19,05/03/2024,
Kitsap,Clinton,Mukilteo,20:30,20:31,20:47,05/03/2024,
Kitsap,Mukilteo,Clinton,21:00,21:01,21:14,05/03/2024,
Kitsap,Clinton,Mukilteo,21:30,21:31,21:45,05/03/2024,
Kitsap,Mukilteo,Clinton,22:00,22:00,22:12,05/03/2024,
Kitsap,Clinton,Mukilteo,22:30,22:30,22:43,05/03/2024,
Kitsap,Mukilteo,Clinton,23:00,22:59,23:12,05/03/2024,
Kitsap,Clinton,Mukilteo,23:30,23:30,23:43,05/03/2024,
Kitsap,Mukilteo,Clinton,00:00,00:00,00:12,05/04/2024,
Kitsap,Clinton,Mukilteo,00:30,00:30,00:44,05/04/2024,
Kitsap,Mukilteo,Clinton,01:05,01:05,01:17,05/04/2024,
Kitsap,Clinton,Mukilteo,05:30,05:31,05:43,05/04/2024,
Kitsap,Mukilteo,Clinton,06:00,06:00,06:15,05/04/2024,
Kitsap,Clinton,Mukilteo,06:30,06:31,06:43,05/04/2024,
Kitsap,Mukilteo,Clinton,07:00,07:01,07:15,05/04/2024,
Kitsap,Clinton,Mukilteo,07:30,07:30,07:43,05/04/2024,
Kitsap,Mukilteo,Clinton,08:00,08:00,08:13,05/04/2024,
Kitsap,Clinton,Mukilteo,08:30,08:31,08:44,05/04/2024,
Kitsap,Mukilteo,Clinton,09:00,09:01,09:15,05/04/2024,
Kitsap,Clinton,Mukilteo,09:30,09:31,09:44,05/04/2024,
Kitsap,Mukilteo,Clinton,10:00,10:01,10:14,05/04/2024,
Kitsap,Clinton,Mukilteo,10:30,10:30,10:44,05/04/2024,
Kitsap,Mukilteo,Clinton,11:00,11:00,11:13,05/04/2024,
Kitsap,Clinton,Mukilteo,11:30,11:32,11:44,05/04/2024,
Kitsap,Mukilteo,Clinton,12:00,12:00,12:13,05/04/2024,
Kitsap,Clinton,Mukilteo,12:30,12:31,12:44,05/04/2024,
Kitsap,Mukilteo,Clinton,13:00,13:00,13:13,05/04/2024,
Kitsap,Clinton,Mukilteo,13:30,13:31,13:44,05/04/2024,
Kitsap,Mukilteo,Clinton,14:05,14:05,14:18,05/04/2024,
Kitsap,Clinton,Mukilteo,14:35,14:35,14:49,05/04/2024,
Kitsap,Mukilteo,Clinton,15:05,15:06,15:20,05/04/2024,
Kitsap,Clinton,Mukilteo,15:35,15:37,15:50,05/04/2024,
Kitsap,Mukilteo,Clinton,16:05,16:05,16:19,05/04/2024,
Kitsap,Clinton,Mukilteo,16:35,16:36,16:50,05/04/2024,
Kitsap,Mukilteo,Clinton,17:10,17:10,17:24,05/04/2024,
Kitsap,Clinton,Mukilteo,17:35,17:38,17:51,05/04/2024,
Kitsap,Mukilteo,Clinton,18:10,18:11,18:24,05/04/2024,
Kitsap,Clinton,Mukilteo,18:35,18:37,18:50,05/04/2024,
Kitsap,Mukilteo,Clinton,19:05,19:06,19:19,05/04/2024,
Kitsap,Clinton,Mukilteo,19:35,19:36,19:50,05/04/2024,
Kitsap,Mukilteo,Clinton,20:05,20:05,20:18,05/04/2024,
Kitsap,Clinton,Mukilteo,20:30,20:31,20:46,05/04/2024,
Kitsap,Mukilteo,Clinton,21:00,21:00,21:15,05/04/2024,
Kitsap,Clinton,Mukilteo,21:30,21:31,21:45,05/04/2024,
Kitsap,Mukilteo,Clinton,22:00,22:00,22:15,05/04/2024,
Kitsap,Clinton,Mukilteo,22:30,22:32,22:47,05/04/2024,
Kitsap,Mukilteo,Clinton,23:00,23:00,23:14,05/04/2024,
Kitsap,Clinton,Mukilteo,23:30,23:31,23:45,05/04/2024,
Kitsap,Mukilteo,Clinton,00:00,00:02,00:17,05/05/2024,
Kitsap,Clinton,Mukilteo,00:30,00:31,00:45,05/05/2024,
Kitsap,Mukilteo,Clinton,01:05,01:05,01:19,05/05/2024,
Kitsap,Clinton,Mukilteo,05:30,05:30,05:44,05/05/2024,
Kitsap,Mukilteo,Clinton,06:00,06:00,06:14,05/05/2024,
Kitsap,Clinton,Mukilteo,06:30,06:31,06:46,05/05/2024,
Kitsap,Mukilteo,Clinton,07:00,07:00,07:13,05/05/2024,
Kitsap,Clinton,Mukilteo,07:30,07:30,07:44,05/05/2024,
Kitsap,Mukilteo,Clinton,08:00,08:01,08:16,05/05/2024,
Kitsap,Clinton,Mukilteo,08:30,08:32,08:47,05/05/2024,
Kitsap,Mukilteo,Clinton,09:00,09:00,09:13,05/05/2024,
Kitsap,Clinton,Mukilteo,09:30,09:32,09:46,05/05/2024,
Kitsap,Mukilteo,Clinton,10:00,10:00,10:13,05/05/2024,
Kitsap,Clinton,Mukilteo,10:30,10:30,10:44,05/05/2024,
Kitsap,Mukilteo,Clinton,11:00,11:01,11:14,05/05/2024,
Kitsap,Clinton,Mukilteo,11:30,11:31,11:46,05/05/2024,
Kitsap,Mukilteo,Clinton,12:00,12:02,12:15,05/05/2024,
Kitsap,Clinton,Mukilteo,12:30,12:33,12:47,05/05/2024,
Kitsap,Mukilteo,Clinton,13:00,13:01,13:14,05/05/2024,
Kitsap,Clinton,Mukilteo,13:30,13:31,13:46,05/05/2024,
Kitsap,Mukilteo,Clinton,14:05,14:05,14:23,05/05/2024,
Kitsap,Clinton,Mukilteo,14:35,14:43,14:56,05/05/2024,
Kitsap,Mukilteo,Clinton,15:05,15:14,15:27,05/05/2024,
Kitsap,Clinton,Mukilteo,15:35,15:47,16:00,05/05/2024,
Kitsap,Mukilteo,Clinton,16:05,16:15,16:28,05/05/2024,
Kitsap,Clinton,Mukilteo,16:35,16:44,16:58,05/05/2024,
Kitsap,Mukilteo,Clinton,17:10,17:10,17:24,05/05/2024,
Kitsap,Clinton,Mukilteo,17:35,17:39,17:52,05/05/2024,
Kitsap,Mukilteo,Clinton,18:10,18:10,18:22,05/05/2024,
Kitsap,Clinton,Mukilteo,18:35,18:36,18:51,05/05/2024,
Kitsap,Mukilteo,Clinton,19:05,19:06,19:20,05/05/2024,
Kitsap,Clinton,Mukilteo,19:35,19:37,19:51,05/05/2024,
Kitsap,Mukilteo,Clinton,20:05,20:05,20:20,05/05/2024,
Kitsap,Clinton,Mukilteo,20:30,20:31,20:46,05/05/2024,
Kitsap,Mukilteo,Clinton,21:00,21:00,21:14,05/05/2024,
Kitsap,Clinton,Mukilteo,21:30,21:31,21:44,05/05/2024,
Kitsap,Mukilteo,Clinton,22:00,22:00,22:12,05/05/2024,
Kitsap,Clinton,Mukilteo,22:30,22:31,22:48,05/05/2024,
Kitsap,Mukilteo,Clinton,23:00,23:01,23:16,05/05/2024,
Kitsap,Clinton,Mukilteo,23:30,23:31,23:44,05/05/2024,
Kitsap,Mukilteo,Clinton,00:00,00:04,00:19,05/06/2024,
Kitsap,Clinton,Mukilteo,00:30,00:31,00:47,05/06/2024,
Kitsap,Mukilteo,Clinton,01:05,01:08,01:20,05/06/2024,
Kitsap,Clinton,Mukilteo,04:40,04:40,04:54,05/06/2024,
Kitsap,Mukilteo,Clinton,05:05,05:05,05:19,05/06/2024,
Kitsap,Clinton,Mukilteo,05:30,05:30,05:46,05/06/2024,
Kitsap,Mukilteo,Clinton,06:00,06:02,06:15,05/06/2024,
