Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kaleetan,Kingston,Edmonds,11:55,11:57,12:19,04/19/2024,
Kaleetan,Edmonds,Kingston,12:40,12:40,13:02,04/19/2024,
Kaleetan,Kingston,Edmonds,13:30,13:32,13:53,04/19/2024,
Kaleetan,Edmonds,Kingston,14:25,14:25,14:47,04/19/2024,
Kaleetan,Kingston,Edmonds,15:10,15:13,15:35,04/19/2024,
Kaleetan,Edmonds,Kingston,15:55,15:57,16:19,04/19/2024,
Kaleetan,Kingston,Edmonds,16:40,16:43,17:06,04/19/2024,
Kaleetan,Edmonds,Kingston,17:25,17:28,17:51,04/19/2024,
Kaleetan,Kingston,Edmonds,18:10,18:21,18:43,04/19/2024,
Kaleetan,Edmonds,Kingston,19:00,19:09,19:29,04/19/2024,
Kaleetan,Kingston,Edmonds,19:45,19:52,20:14,04/19/2024,
Kaleetan,Edmonds,Kingston,20:30,20:37,20:58,04/19/2024,
Kaleetan,Kingston,Edmonds,21:10,21:15,21:37,04/19/2024,
Kaleetan,Edmonds,Kingston,21:50,21:51,22:14,04/19/2024,
Kaleetan,Kingston,Edmonds,22:30,22:31,22:53,04/19/2024,
Kaleetan,Edmonds,Kingston,23:10,23:12,23:35,04/19/2024,
Kaleetan,Kingston,Edmonds,05:30,05:31,05:53,04/20/2024,
Kaleetan,Edmonds,Kingston,06:15,06:17,06:39,04/20/2024,
Kaleetan,Kingston,Edmonds,07:00,07:00,07:22,04/20/2024,
Kaleetan,Edmonds,Kingston,07:55,07:55,08:18,04/20/2024,
Kaleetan,Kingston,Edmonds,08:40,08:41,09:04,04/20/2024,
Kaleetan,Edmonds,Kingston,09:35,09:37,10:22,04/20/2024,
Kaleetan,Kingston,Edmonds,10:20,10:21,10:50,04/20/2024,
Kaleetan,Edmonds,Kingston,11:05,11:12,11:36,04/20/2024,
Kaleetan,Kingston,Edmonds,11:55,12:00,12:21,04/20/2024,
Kaleetan,Edmonds,Kingston,12:40,12:44,13:09,04/20/2024,
Kaleetan,Kingston,Edmonds,13:30,13:34,13:55,04/20/2024,
Kaleetan,Edmonds,Kingston,14:25,14:27,14:49,04/20/2024,
Kaleetan,Kingston,Edmonds,15:10,15:17,15:43,04/20/2024,
Kaleetan,Edmonds,Kingston,15:55,16:07,16:36,04/20/2024,
Kaleetan,Kingston,Edmonds,16:40,16:58,17:20,04/20/2024,
Kaleetan,Edmonds,Kingston,17:25,17:44,18:06,04/20/2024,
Kaleetan,Kingston,Edmonds,18:10,18:29,18:51,04/20/2024,
Kaleetan,Edmonds,Kingston,19:00,19:16,19:38,04/20/2024,
Kaleetan,Kingston,Edmonds,19:45,20:00,20:23,04/20/2024,
Kaleetan,Edmonds,Kingston,20:30,20:36,20:59,04/20/2024,
Kaleetan,Kingston,Edmonds,21:10,21:14,21:36,04/20/2024,
Kaleetan,Edmonds,Kingston,21:50,21:50,22:13,04/20/2024,
Kaleetan,Kingston,Edmonds,07:00,07:04,07:26,04/21/2024,
Kaleetan,Edmonds,Kingston,07:55,07:55,08:18,04/21/2024,
Kaleetan,Kingston,Edmonds,08:40,08:42,09:05,04/21/2024,
Kaleetan,Edmonds,Kingston,09:35,09:43,10:08,04/21/2024,
Kaleetan,Kingston,Edmonds,10:20,10:31,10:53,04/21/2024,
Kaleetan,Edmonds,Kingston,11:05,11:16,11:38,04/21/2024,
Kaleetan,Kingston,Edmonds,11:55,11:59,12:21,04/21/2024,
Kaleetan,Edmonds,Kingston,12:40,12:44,13:07,04/21/2024,
Kaleetan,Kingston,Edmonds,13:30,13:33,13:54,04/21/2024,
Kaleetan,Edmonds,Kingston,14:25,14:26,14:48,04/21/2024,
Kaleetan,Kingston,Edmonds,15:10,15:10,15:33,04/21/2024,
Kaleetan,Edmonds,Kingston,15:55,15:59,16:22,04/21/2024,
Kaleetan,Kingston,Edmonds,16:40,16:44,17:05,04/21/2024,
Kaleetan,Edmonds,Kingston,17:25,17:27,17:49,04/21/2024,
Kaleetan,Kingston,Edmonds,18:10,18:10,18:32,04/21/2024,
Kaleetan,Edmonds,Kingston,19:00,19:02,19:25,04/21/2024,
Kaleetan,Kingston,Edmonds,19:45,19:46,20:08,04/21/2024,
Kaleetan,Edmonds,Kingston,20:30,20:31,20:53,04/21/2024,
Kaleetan,Kingston,Edmonds,21:10,21:12,21:34,04/21/2024,
Kaleetan,Edmonds,Kingston,21:50,21:51,22:12,04/21/2024,
Kaleetan,Kingston,Edmonds,22:30,22:31,22:53,04/21/2024,
Kaleetan,Edmonds,Kingston,23:10,23:11,23:34,04/21/2024,
Kaleetan,Kingston,Edmonds,05:30,05:31,05:54,04/22/2024,
Kaleetan,Edmonds,Kingston,06:15,06:17,06:41,04/22/2024,
Kaleetan,Kingston,Edmonds,07:00,07:01,07:24,04/22/2024,
Kaleetan,Edmonds,Kingston,07:55,07:56,08:19,04/22/2024,
Kaleetan,Kingston,Edmonds,08:40,08:41,09:05,04/22/2024,
Kaleetan,Edmonds,Kingston,09:35,09:38,10:01,04/22/2024,
Kaleetan,Kingston,Edmonds,10:20,10:24,10:50,04/22/2024,
Kaleetan,Edmonds,Kingston,11:05,11:12,11:33,04/22/2024,
Kaleetan,Kingston,Edmonds,11:55,11:59,12:24,04/22/2024,
Kaleetan,Edmonds,Kingston,12:40,12:43,13:04,04/22/2024,
Kaleetan,Kingston,Edmonds,13:30,13:32,13:54,04/22/2024,
Kaleetan,Edmonds,Kingston,14:25,14:27,14:50,04/22/2024,
Kaleetan,Kingston,Edmonds,15:10,15:12,15:34,04/22/2024,
Kaleetan,Edmonds,Kingston,15:55,15:55,16:18,04/22/2024,
Kaleetan,Kingston,Edmonds,16:40,16:41,17:06,04/22/2024,
Kaleetan,Edmonds,Kingston,17:25,17:28,17:50,04/22/2024,
Kaleetan,Kingston,Edmonds,18:10,18:11,18:32,04/22/2024,
Kaleetan,Edmonds,Kingston,19:00,19:01,19:23,04/22/2024,
Kaleetan,Kingston,Edmonds,19:45,19:47,20:10,04/22/2024,
Kaleetan,Edmonds,Kingston,20:30,20:31,20:53,04/22/2024,
Kaleetan,Kingston,Edmonds,05:30,05:33,05:55,04/23/2024,
Kaleetan,Edmonds,Kingston,06:15,06:18,06:42,04/23/2024,
Kaleetan,Kingston,Edmonds,07:00,07:02,07:24,04/23/2024,
Kaleetan,Edmonds,Kingston,07:55,07:57,08:18,04/23/2024,
Kaleetan,Kingston,Edmonds,08:40,08:45,09:08,04/23/2024,
Kaleetan,Edmonds,Kingston,09:35,09:37,10:03,04/23/2024,
Kaleetan,Kingston,Edmonds,10:20,10:27,10:49,04/23/2024,
Kaleetan,Edmonds,Kingston,11:05,11:13,11:36,04/23/2024,
Kaleetan,Kingston,Edmonds,11:55,11:57,12:20,04/23/2024,
Kaleetan,Edmonds,Kingston,12:40,12:42,13:04,04/23/2024,
Kaleetan,Kingston,Edmonds,13:30,13:32,13:54,04/23/2024,
Kaleetan,Edmonds,Kingston,14:25,14:25,14:46,04/23/2024,
