Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Colman,Bainbridge,14:10,14:27,15:00,04/21/2024,
Tacoma,Bainbridge,Colman,15:00,15:22,15:52,04/21/2024,
Tacoma,Colman,Bainbridge,15:50,16:14,16:42,04/21/2024,
Tacoma,Bainbridge,Colman,16:40,17:05,17:33,04/21/2024,
Tacoma,Colman,Bainbridge,17:35,17:52,18:22,04/21/2024,
Tacoma,Bainbridge,Colman,18:30,18:44,19:13,04/21/2024,
Tacoma,Colman,Bainbridge,19:20,19:30,20:01,04/21/2024,
Tacoma,Bainbridge,Colman,20:10,20:12,20:43,04/21/2024,
Tacoma,Colman,Bainbridge,21:00,21:06,21:37,04/21/2024,
Tacoma,Bainbridge,Colman,21:45,21:48,22:18,04/21/2024,
Tacoma,Colman,Bainbridge,22:40,22:44,23:13,04/21/2024,
Tacoma,Bainbridge,Colman,04:45,04:47,05:19,04/22/2024,
Tacoma,Colman,Bainbridge,05:30,05:31,06:04,04/22/2024,
Tacoma,Bainbridge,Colman,06:20,06:20,06:53,04/22/2024,
Tacoma,Colman,Bainbridge,07:05,07:05,07:37,04/22/2024,
Tacoma,Bainbridge,Colman,07:55,07:57,08:27,04/22/2024,
Tacoma,Colman,Bainbridge,08:45,08:46,09:19,04/22/2024,
Tacoma,Bainbridge,Colman,09:40,09:41,10:13,04/22/2024,
Tacoma,Colman,Bainbridge,10:40,10:41,11:12,04/22/2024,
Tacoma,Bainbridge,Colman,11:30,11:31,12:02,04/22/2024,
Tacoma,Colman,Bainbridge,12:25,12:27,12:57,04/22/2024,
Tacoma,Bainbridge,Colman,13:15,13:16,13:47,04/22/2024,
Tacoma,Colman,Bainbridge,14:05,14:07,14:38,04/22/2024,
Tacoma,Bainbridge,Colman,14:55,14:57,15:27,04/22/2024,
Tacoma,Colman,Bainbridge,15:50,15:52,16:22,04/22/2024,
Tacoma,Bainbridge,Colman,16:45,16:46,17:16,04/22/2024,
Tacoma,Colman,Bainbridge,17:45,17:46,18:17,04/22/2024,
Tacoma,Bainbridge,Colman,18:40,18:42,19:13,04/22/2024,
Tacoma,Colman,Bainbridge,19:30,19:32,20:08,04/22/2024,
Tacoma,Bainbridge,Colman,20:20,20:21,20:52,04/22/2024,
Tacoma,Colman,Bainbridge,21:20,21:22,21:57,04/22/2024,
Tacoma,Bainbridge,Colman,22:00,22:03,22:35,04/22/2024,
Tacoma,Colman,Bainbridge,22:50,22:50,23:22,04/22/2024,
Tacoma,Bainbridge,Colman,23:30,23:32,00:03,04/22/2024,
Tacoma,Colman,Bainbridge,00:15,00:15,00:49,04/23/2024,
Tacoma,Bainbridge,Colman,00:55,00:56,01:28,04/23/2024,
Tacoma,Colman,Bainbridge,01:35,01:37,02:08,04/23/2024,
Tacoma,Bainbridge,Colman,04:45,04:45,05:16,04/23/2024,
Tacoma,Colman,Bainbridge,05:30,05:30,06:03,04/23/2024,
Tacoma,Bainbridge,Colman,06:20,06:22,06:52,04/23/2024,
Tacoma,Colman,Bainbridge,07:05,07:07,07:39,04/23/2024,
Tacoma,Bainbridge,Colman,07:55,08:02,08:33,04/23/2024,
Tacoma,Colman,Bainbridge,08:45,08:52,09:24,04/23/2024,
Tacoma,Bainbridge,Colman,09:40,09:42,10:13,04/23/2024,
Tacoma,Colman,Bainbridge,10:40,10:42,11:15,04/23/2024,
Tacoma,Bainbridge,Colman,11:30,11:33,12:02,04/23/2024,
Tacoma,Colman,Bainbridge,12:25,12:33,13:02,04/23/2024,
Tacoma,Bainbridge,Colman,13:15,13:17,13:48,04/23/2024,
Tacoma,Colman,Bainbridge,14:05,14:06,14:38,04/23/2024,
Tacoma,Bainbridge,Colman,14:55,14:57,15:27,04/23/2024,
Tacoma,Colman,Bainbridge,15:50,15:51,16:23,04/23/2024,
Tacoma,Bainbridge,Colman,16:45,16:47,17:17,04/23/2024,
Tacoma,Colman,Bainbridge,17:45,17:47,18:16,04/23/2024,
Tacoma,Bainbridge,Colman,18:40,18:42,19:12,04/23/2024,
Tacoma,Colman,Bainbridge,19:30,19:31,20:04,04/23/2024,
Tacoma,Bainbridge,Colman,20:20,20:21,20:52,04/23/2024,
Tacoma,Colman,Bainbridge,21:20,21:22,21:54,04/23/2024,
Tacoma,Bainbridge,Colman,22:00,22:05,22:36,04/23/2024,
Tacoma,Colman,Bainbridge,22:50,22:51,23:23,04/23/2024,
Tacoma,Bainbridge,Colman,23:30,23:32,00:03,04/23/2024,
Tacoma,Colman,Bainbridge,00:15,00:16,00:48,04/24/2024,
Tacoma,Bainbridge,Colman,00:55,00:56,01:27,04/24/2024,
Tacoma,Colman,Bainbridge,01:35,01:36,02:09,04/24/2024,
Tacoma,Bainbridge,Colman,05:20,05:21,05:54,04/24/2024,
Tacoma,Colman,Bainbridge,06:10,06:10,06:52,04/24/2024,
Tacoma,Bainbridge,Colman,07:05,07:06,07:38,04/24/2024,
Tacoma,Colman,Bainbridge,07:55,07:55,08:31,04/24/2024,
Tacoma,Bainbridge,Colman,08:45,08:47,09:20,04/24/2024,
Tacoma,Colman,Bainbridge,09:35,09:36,10:17,04/24/2024,
Tacoma,Bainbridge,Colman,10:25,10:29,11:03,04/24/2024,
Tacoma,Colman,Bainbridge,11:25,11:31,12:27,04/24/2024,
Tacoma,Bainbridge,Colman,12:20,12:40,13:14,04/24/2024,
Tacoma,Colman,Bainbridge,13:10,13:32,14:06,04/24/2024,
Tacoma,Bainbridge,Colman,14:05,14:19,14:51,04/24/2024,
Tacoma,Colman,Bainbridge,15:00,15:06,15:49,04/24/2024,
Tacoma,Bainbridge,Colman,15:50,16:16,16:49,04/24/2024,
Tacoma,Colman,Bainbridge,16:45,17:12,17:45,04/24/2024,
Tacoma,Bainbridge,Colman,17:35,18:04,18:34,04/24/2024,
Tacoma,Colman,Bainbridge,18:30,18:54,19:27,04/24/2024,
Tacoma,Bainbridge,Colman,19:20,19:51,20:25,04/24/2024,
Tacoma,Colman,Bainbridge,20:15,20:36,21:10,04/24/2024,
Tacoma,Bainbridge,Colman,21:00,21:19,21:52,04/24/2024,
Tacoma,Colman,Bainbridge,22:05,22:15,22:47,04/24/2024,
Tacoma,Bainbridge,Colman,05:20,05:22,05:55,04/25/2024,
Tacoma,Colman,Bainbridge,06:10,06:11,06:47,04/25/2024,
Tacoma,Bainbridge,Colman,07:05,07:06,07:40,04/25/2024,
Tacoma,Colman,Bainbridge,07:55,07:56,08:30,04/25/2024,
Tacoma,Bainbridge,Colman,08:45,08:47,09:20,04/25/2024,
Tacoma,Colman,Bainbridge,09:35,09:36,10:11,04/25/2024,
Tacoma,Bainbridge,Colman,10:25,10:27,10:59,04/25/2024,
Tacoma,Colman,Bainbridge,11:25,11:27,12:00,04/25/2024,
Tacoma,Bainbridge,Colman,12:20,12:22,12:56,04/25/2024,
Tacoma,Colman,Bainbridge,13:10,13:14,13:49,04/25/2024,
Tacoma,Bainbridge,Colman,14:05,14:07,14:37,04/25/2024,
Tacoma,Colman,Bainbridge,15:00,15:02,15:35,04/25/2024,
Tacoma,Bainbridge,Colman,15:50,15:53,16:26,04/25/2024,
Tacoma,Colman,Bainbridge,16:45,16:51,17:23,04/25/2024,
Tacoma,Bainbridge,Colman,17:35,17:42,18:14,04/25/2024,
